DHA,ID,11,21,22,23,24,31,41,42,43,52,71,81,82,90,95,Grand Total
1,39,0,0,0,0,0,0,249,123,311,0,0,2,0,6,0,691
1,40,0,16,0,0,0,0,294,94,280,0,0,1,0,7,0,692
1,41,0,27,26,20,3,5,366,31,184,0,11,11,0,13,1,698
1,42,0,18,46,68,31,39,340,9,95,0,15,31,0,0,0,692
1,43,0,26,57,109,49,31,239,10,67,0,5,101,0,0,0,694
1,44,0,122,69,108,40,2,212,11,25,2,0,96,0,6,0,693
1,45,121,36,6,0,0,0,423,21,70,11,3,0,0,0,0,691
1,46,3,36,1,0,0,0,291,45,306,3,2,1,0,5,1,694
1,47,3,20,0,1,1,0,296,65,293,0,12,0,0,0,0,691
1,48,0,19,0,1,1,0,283,65,314,0,17,0,0,0,0,700
1,49,0,6,0,0,0,0,275,32,384,0,0,0,0,0,0,697
1,50,0,0,0,0,0,0,350,27,319,0,0,0,0,0,0,696
1,51,0,13,5,0,0,0,366,50,227,0,0,28,0,6,0,695
1,52,0,31,18,2,0,1,387,50,165,0,0,32,0,6,0,692
1,53,0,43,52,25,6,2,423,8,134,0,5,2,0,0,0,700
1,54,0,67,70,74,32,15,350,0,65,0,9,7,0,6,0,695
1,55,0,133,80,112,52,15,212,0,18,2,4,48,0,19,0,695
1,56,0,30,7,0,0,0,533,34,95,0,0,0,0,0,0,699
1,57,3,39,0,0,0,0,534,5,82,9,0,23,0,0,0,695
1,58,0,38,1,0,0,0,482,5,142,12,0,15,0,1,1,697
1,59,3,21,1,0,0,0,463,22,179,3,0,0,0,1,1,694
1,60,3,2,0,0,0,0,376,61,247,3,7,0,0,1,1,701
1,61,0,4,0,0,0,0,334,55,293,0,6,0,0,0,0,692
1,62,0,0,0,0,0,0,423,5,268,0,0,0,0,0,0,696
1,63,0,3,8,0,0,0,498,0,187,0,0,0,0,0,0,696
1,64,0,34,23,5,0,0,458,6,99,0,13,57,0,0,0,695
1,65,0,140,64,40,14,0,228,0,75,0,4,102,0,29,0,696
1,66,0,14,6,0,0,0,569,24,81,5,0,0,0,0,0,699
1,67,0,23,4,0,0,0,600,0,69,0,0,0,0,0,0,696
1,68,0,22,0,0,0,0,535,5,125,7,0,1,0,0,0,695
1,69,0,5,0,0,0,0,558,5,119,10,0,0,0,0,1,698
1,70,0,0,0,0,0,0,560,12,117,3,0,0,0,1,1,694
1,71,0,0,0,0,0,0,431,47,219,0,0,0,0,0,0,697
1,72,0,0,0,0,0,0,367,50,278,0,0,0,0,0,0,695
1,73,0,0,0,0,0,0,502,6,187,0,0,0,0,0,0,695
1,74,0,19,17,0,0,0,582,0,73,0,0,6,0,0,0,697
1,75,0,124,47,4,0,0,292,0,20,0,0,147,0,52,11,697
1,76,0,150,81,17,0,0,305,0,10,0,1,61,0,56,14,695
1,77,0,153,146,82,12,0,231,0,0,0,1,4,0,58,7,694
1,78,0,0,0,0,0,0,602,0,85,4,0,5,0,0,0,696
1,79,0,0,0,0,0,0,648,0,49,0,0,0,0,0,0,697
1,80,0,0,0,0,0,0,640,2,56,0,0,0,0,0,0,698
1,81,0,0,0,0,0,0,607,4,80,0,0,0,0,0,0,691
1,82,1,0,0,0,0,0,600,0,92,0,0,0,0,0,0,693
1,83,0,0,0,0,0,0,579,17,86,5,0,8,0,0,0,695
1,84,0,0,0,0,0,0,667,0,13,6,0,8,0,0,0,694
1,85,0,0,0,0,0,0,671,0,18,5,0,0,0,0,0,694
1,86,1,0,0,0,0,0,630,0,53,5,5,0,0,0,0,694
1,87,1,0,0,0,0,0,583,0,103,0,5,0,0,0,0,692
1,88,5,0,0,0,0,0,607,13,44,5,1,20,0,0,0,695
1,89,0,0,0,0,0,0,677,0,11,7,0,5,0,0,0,700
1,90,0,0,0,0,0,0,679,0,16,5,0,0,0,0,0,700
1,91,1,0,0,0,0,0,643,0,42,5,5,0,0,0,0,696
1,92,1,0,0,0,0,0,523,10,154,0,5,0,0,0,0,693
1,93,5,0,0,0,0,0,603,0,64,0,1,26,0,0,0,699
1,94,0,0,0,0,0,0,662,0,33,0,0,0,0,1,0,696
1,95,0,0,0,0,0,0,675,0,9,3,0,0,0,7,0,694
1,96,0,0,0,0,0,0,623,10,59,0,0,0,0,4,0,696
1,97,0,0,0,0,0,0,549,19,129,0,0,0,0,0,0,697
1,98,0,0,0,0,0,0,605,7,79,0,0,6,0,0,0,697
1,99,0,0,0,0,0,0,664,0,25,0,0,0,0,7,0,696
1,100,0,0,0,0,0,0,684,0,8,0,0,0,0,7,0,699
1,101,0,0,0,0,0,0,622,9,56,3,0,0,0,7,0,697
1,102,0,0,0,0,0,0,549,19,88,3,26,8,0,0,0,693
2b,1,0,89,106,60,8,2,330,0,87,9,0,0,0,0,0,691
2b,2,0,91,121,75,9,3,299,0,94,9,0,0,0,0,0,701
2b,3,0,84,123,93,19,1,271,0,96,8,0,0,0,1,0,696
2b,4,0,80,143,114,21,1,237,0,91,6,0,0,0,3,0,696
2b,5,0,71,92,60,9,2,334,0,114,12,0,0,0,0,0,694
2b,6,0,78,106,74,12,3,290,0,116,11,0,0,0,6,0,696
2b,7,0,75,118,88,18,1,264,0,112,10,0,0,0,8,0,694
2b,8,0,70,124,117,22,1,234,0,109,8,0,0,0,8,0,693
2b,9,0,69,76,52,9,2,324,0,146,12,0,0,0,8,0,698
2b,10,0,83,92,63,13,3,285,0,135,12,0,0,0,8,0,694
2b,11,0,83,111,80,14,1,261,0,127,12,0,0,0,9,0,698
2b,12,0,77,116,120,20,1,221,0,119,11,0,0,0,12,0,697
2b,13,0,88,129,131,24,1,181,0,117,8,0,0,0,16,0,695
2b,14,0,100,154,139,21,1,154,0,110,0,0,0,0,18,0,697
2b,15,319,58,93,67,5,0,27,0,7,0,3,7,0,111,3,700
2b,16,0,71,69,39,9,3,314,0,172,12,0,0,0,9,0,698
2b,17,0,89,82,51,10,2,273,0,162,12,0,0,0,14,0,695
2b,18,0,75,105,67,14,2,249,0,147,12,0,0,0,25,0,696
2b,19,0,84,111,99,19,1,209,0,127,11,0,0,0,37,0,698
2b,20,0,87,110,123,20,1,180,0,124,7,0,0,0,43,0,695
2b,21,256,63,111,96,10,0,28,0,10,0,2,7,0,106,6,695
2b,22,339,58,87,61,4,0,28,0,10,0,2,7,0,97,5,698
2b,23,0,79,74,42,9,2,255,0,196,9,0,0,0,31,0,697
2b,24,0,69,86,61,13,2,230,0,184,7,0,0,0,42,0,694
2b,25,0,67,97,88,14,2,202,0,166,7,0,0,0,50,0,693
2b,26,0,68,102,108,19,1,172,0,155,7,0,0,0,63,0,695
2b,27,287,64,102,87,5,0,28,0,10,0,1,7,0,96,8,695
2b,28,354,55,84,59,3,0,28,0,10,0,1,7,0,84,8,693
2b,29,0,68,74,34,9,1,227,0,240,7,0,0,0,41,0,701
2b,30,0,60,77,54,11,2,209,0,220,7,0,0,0,56,0,696
2b,31,0,55,94,80,14,2,180,0,193,7,0,0,0,71,0,696
2b,32,0,55,97,97,14,2,160,0,176,7,0,0,0,92,0,700
2b,33,304,58,96,75,5,0,28,0,10,0,1,7,0,103,8,695
2b,34,383,52,77,47,2,0,28,0,10,0,1,7,0,80,8,695
2b,35,0,58,82,46,12,1,178,0,245,7,0,0,0,69,0,698
2b,36,0,54,88,71,14,1,163,0,208,7,0,0,0,91,0,697
2b,37,0,57,87,85,15,2,146,0,182,7,0,0,0,113,0,694
2b,38,254,62,107,73,4,0,39,0,10,0,1,7,0,130,7,694
2b,39,326,56,82,56,4,0,33,0,10,0,1,7,0,112,8,695
2b,40,406,50,65,32,1,0,27,0,10,0,1,7,0,92,8,699
2b,41,0,75,87,54,17,1,133,0,239,7,0,0,0,81,0,694
2b,42,0,68,88,68,17,1,131,0,207,7,0,0,0,103,0,690
2b,43,0,64,90,71,16,1,128,0,179,7,0,0,0,140,0,696
2b,44,209,66,100,62,2,0,43,0,21,0,1,7,0,179,5,695
2b,45,284,58,86,51,2,0,41,0,11,0,1,7,0,150,5,696
2b,46,354,54,64,37,0,0,37,0,10,0,1,7,0,121,5,690
2b,47,0,94,91,52,16,1,105,0,221,7,0,0,0,104,0,691
2b,48,0,79,89,56,16,1,111,0,198,7,0,0,0,138,0,695
2b,49,0,71,86,59,13,1,106,0,169,7,0,0,0,186,0,698
2b,50,9,61,78,55,9,0,99,0,152,7,0,0,0,220,2,692
2b,51,37,61,72,55,6,0,83,0,132,3,0,0,0,239,7,695
2b,52,79,59,78,55,4,0,61,0,99,0,0,0,0,253,11,699
2b,53,128,58,84,53,4,0,41,0,65,0,0,3,0,249,12,697
2b,54,175,62,85,48,3,0,43,0,37,0,0,7,0,221,11,692
2b,55,241,57,75,44,1,0,39,0,22,0,0,7,0,200,10,696
2b,56,305,48,59,38,1,0,37,0,15,0,0,7,0,182,7,699
2b,57,0,108,96,46,14,1,89,0,210,8,0,0,0,123,0,695
2b,58,0,88,91,45,12,1,98,0,183,10,0,0,0,168,0,696
2b,59,2,76,78,47,11,1,100,0,154,10,0,0,0,206,6,691
2b,60,20,69,66,46,9,0,94,0,133,7,0,0,0,238,18,700
2b,61,55,60,55,46,9,0,77,0,115,1,0,0,0,251,29,698
2b,62,101,57,55,43,5,0,55,0,87,0,0,0,0,259,32,694
2b,63,152,52,57,40,3,0,39,0,58,0,0,0,0,262,31,694
2b,64,208,49,61,38,3,0,29,0,36,0,0,4,0,242,28,698
2b,65,261,47,52,30,1,0,28,0,24,0,0,7,0,227,20,697
2b,66,0,122,107,47,11,2,73,0,181,10,0,0,0,135,3,691
2b,67,0,102,102,41,10,2,82,0,160,10,0,0,0,174,9,692
2b,68,4,94,84,39,8,2,85,0,140,9,0,0,0,214,20,699
2b,69,28,78,64,40,9,1,82,0,120,6,0,0,0,237,29,694
2b,70,69,80,44,36,9,1,73,0,98,3,0,0,0,246,36,695
2b,71,118,70,43,34,7,0,59,0,73,4,0,0,0,254,37,699
2b,72,172,61,39,32,3,0,42,0,52,3,0,0,0,256,37,697
2b,73,222,52,35,23,2,0,26,0,35,4,0,0,0,256,37,692
2b,74,0,134,122,53,8,2,74,0,152,9,0,0,0,128,8,690
2b,75,0,112,112,47,8,2,84,0,136,7,0,0,0,163,19,690
2b,76,7,114,85,41,8,1,86,0,114,6,0,0,0,207,27,696
2b,77,35,100,75,39,8,1,79,0,99,4,0,0,0,223,32,695
2b,78,76,93,49,29,8,1,74,0,87,6,0,0,0,235,35,693
2b,79,133,82,38,24,6,1,65,0,64,9,0,0,0,239,36,697
2b,80,188,69,33,21,4,0,48,0,43,10,0,0,0,244,37,697
2b,81,235,56,26,12,2,0,33,0,31,8,0,0,0,251,39,693
2b,82,0,137,120,51,9,1,83,0,117,4,0,0,0,155,20,697
2b,83,9,126,104,50,9,1,81,0,96,3,0,0,0,185,30,694
2b,84,38,110,86,49,8,1,73,0,87,7,0,0,0,210,32,701
2b,85,82,86,59,40,8,1,72,0,78,11,0,0,0,223,34,694
2b,86,141,84,47,24,7,1,67,0,52,11,0,0,0,225,36,695
2b,87,195,77,35,20,4,1,56,0,35,11,0,0,0,226,37,697
2b,88,232,68,28,13,2,0,43,0,22,8,0,0,0,237,40,693
2b,89,0,161,137,60,9,1,76,0,98,3,0,0,0,130,21,696
2b,90,7,135,137,62,9,1,71,0,84,6,0,0,0,158,31,701
2b,91,37,113,107,61,9,1,72,0,75,10,0,0,0,174,32,691
2b,92,85,103,79,57,9,1,72,0,57,13,0,0,0,186,32,694
2b,93,145,103,65,35,7,1,64,0,47,12,0,0,0,188,34,701
2b,94,188,84,52,27,4,1,57,0,31,11,0,0,0,207,35,697
2b,95,224,78,39,18,2,1,52,0,9,10,0,0,0,217,42,692
2b,96,0,165,146,69,9,1,99,0,80,4,0,0,0,99,21,693
2b,97,3,152,148,69,9,1,75,0,72,11,0,0,0,123,32,695
2b,98,35,137,135,72,9,1,71,0,53,15,0,0,0,133,32,693
2b,99,82,124,109,68,9,1,69,0,42,15,0,0,0,141,32,692
2b,100,142,120,92,45,7,1,59,0,32,15,0,0,0,147,32,692
2b,101,183,111,71,30,2,2,55,0,19,15,0,0,0,170,35,693
2b,102,222,95,55,21,1,2,52,0,3,13,0,0,0,189,42,695
3a,1,0,50,0,0,0,0,526,0,76,0,0,5,0,33,0,690
3a,2,0,77,0,1,0,0,419,13,155,0,0,5,0,23,0,693
3a,3,0,96,0,2,0,0,386,20,173,0,0,5,0,9,0,691
3a,4,0,105,0,1,0,0,408,17,159,0,0,5,0,0,0,695
3a,5,0,134,44,27,2,0,359,12,117,0,0,0,0,0,0,695
3a,6,0,30,0,1,0,0,555,0,67,0,0,5,0,37,0,695
3a,7,0,68,0,1,0,0,504,0,88,0,0,5,0,26,0,692
3a,8,0,93,0,2,0,0,487,3,99,0,0,5,0,6,0,695
3a,9,0,104,0,2,0,0,471,8,99,0,0,5,0,0,0,689
3a,10,0,109,10,13,2,0,476,4,80,0,0,1,0,0,0,695
3a,11,0,138,77,34,4,5,393,0,41,0,0,3,2,0,0,697
3a,12,0,22,0,0,0,0,592,0,11,0,1,0,0,56,9,691
3a,13,0,17,0,0,0,0,624,0,5,0,1,0,0,42,7,696
3a,14,0,9,0,1,0,0,634,0,14,0,0,3,0,33,0,694
3a,15,0,28,0,1,0,0,621,0,20,0,0,5,0,17,0,692
3a,16,0,66,0,2,0,0,585,0,37,0,0,5,0,0,0,695
3a,17,0,83,0,2,0,0,554,0,52,0,0,5,0,0,0,696
3a,18,0,85,7,6,0,0,544,0,48,0,0,1,0,0,0,691
3a,19,0,112,39,23,2,4,480,0,33,0,0,3,2,0,0,698
3a,20,0,28,0,0,0,0,593,0,11,0,1,0,0,56,9,698
3a,21,0,21,0,0,0,0,637,0,5,0,0,0,0,31,3,697
3a,22,0,2,0,1,0,0,680,0,5,0,0,0,0,7,0,695
3a,23,0,11,0,1,0,0,673,0,9,0,0,0,0,0,0,694
3a,24,0,53,0,1,0,0,627,0,14,0,0,0,0,0,0,695
3a,25,0,92,0,2,0,0,583,0,21,0,0,0,0,0,0,698
3a,26,0,85,1,1,0,0,600,0,7,0,3,0,0,0,0,697
3a,27,0,80,15,4,0,0,579,0,9,0,7,1,0,0,0,695
3a,28,0,83,48,11,0,7,533,0,13,0,1,1,0,0,0,697
3a,29,0,103,79,25,1,7,455,0,23,0,0,1,0,0,0,694
3a,30,0,29,0,0,0,0,613,0,0,0,0,0,0,59,0,701
3a,31,0,21,0,0,0,0,671,0,0,0,0,0,0,5,0,697
3a,32,0,0,0,0,0,0,688,0,0,0,0,0,0,7,0,695
3a,33,0,19,0,0,0,0,662,0,3,0,0,0,0,9,0,693
3a,34,0,44,1,0,0,0,638,0,4,0,0,0,0,9,0,696
3a,35,0,113,2,0,0,0,577,0,0,0,3,0,0,3,0,698
3a,36,0,121,2,0,0,0,565,0,0,0,11,2,0,0,0,701
3a,37,0,82,2,0,0,0,588,0,10,0,11,3,0,0,0,696
3a,38,0,53,8,4,0,0,575,0,45,0,10,0,0,0,0,695
3a,39,0,43,43,13,0,1,502,6,82,0,3,3,0,0,0,696
3a,40,0,86,106,39,1,3,359,12,87,0,0,2,0,0,0,695
3a,41,0,30,0,0,0,0,602,0,0,0,0,0,0,66,0,698
3a,42,0,22,0,0,0,0,640,0,0,0,0,0,0,34,0,696
3a,43,0,0,0,0,0,0,676,0,0,0,0,0,0,22,0,698
3a,44,0,27,0,0,0,0,657,0,0,0,0,0,0,14,0,698
3a,45,0,64,2,0,0,0,624,0,0,0,0,0,0,9,0,699
3a,46,0,108,3,0,0,0,549,0,0,0,8,21,0,7,0,696
3a,47,0,124,3,0,0,0,494,0,11,0,11,47,10,0,0,700
3a,48,0,103,3,0,0,0,455,0,31,0,11,62,29,0,0,694
3a,49,0,50,1,0,0,0,474,0,62,1,11,49,48,0,0,696
3a,50,0,31,4,0,0,0,418,18,140,1,8,24,44,0,0,688
3a,51,0,76,55,14,0,2,315,24,156,0,0,26,28,0,0,696
3a,52,0,136,80,34,0,4,242,29,146,2,0,11,10,0,0,694
3a,53,0,30,0,0,0,0,586,0,0,0,0,0,0,84,0,700
3a,54,0,21,0,0,0,0,615,0,0,0,0,0,0,62,0,698
3a,55,0,0,0,0,0,0,632,0,0,0,0,0,0,62,0,694
3a,56,0,17,0,0,0,0,650,0,0,0,0,0,0,25,0,692
3a,57,0,73,2,0,0,0,595,0,0,0,0,7,0,18,0,695
3a,58,0,87,5,0,0,0,542,0,0,0,6,46,4,8,0,698
3a,59,0,116,12,1,0,0,444,0,15,8,11,75,19,0,0,701
3a,60,0,96,14,1,0,0,359,0,36,18,19,114,40,0,0,697
3a,61,0,44,7,1,0,0,327,8,70,25,19,141,53,0,0,695
3a,62,0,25,0,0,0,0,293,30,168,18,12,98,52,0,0,696
3a,63,0,37,32,14,0,0,238,55,209,11,1,58,39,0,0,694
3a,64,0,89,49,18,0,4,197,74,222,0,0,25,19,0,0,697
3a,65,2,141,61,24,0,6,185,61,190,0,0,7,3,11,9,700
3a,66,0,42,6,6,0,0,565,0,10,0,0,0,0,68,0,697
3a,67,0,21,0,0,0,0,597,0,10,0,0,0,0,69,0,697
3a,68,0,0,0,0,0,0,611,0,0,0,0,0,0,83,0,694
3a,69,0,0,0,0,0,0,647,0,0,0,0,0,0,47,0,694
